"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_LIKENESS"
4,2020,4,2020,"TUR",86
4,2020,6,2020,"BV",159
4,2020,8,2020,"BV",54
4,2020,6,2020,"TU",336
4,2020,5,2020,"DB",9
4,2020,6,2020,"PH",2
4,2020,8,2020,"PI_SK",736
4,2020,7,2020,"NG",5
4,2020,4,2020,"OV",3
4,2020,4,2020,"BEL",3
4,2020,9,2020,"PI_GA",31
4,2020,6,2020,"RINA",1
4,2020,4,2020,"PI_KO",1
4,2020,5,2020,"IB",42
4,2020,4,2020,"GEO",4
4,2020,6,2020,"TGO",3
5,2020,5,2020,"BV",375
5,2020,5,2020,"TUR",73
5,2020,5,2020,"BHR",1
5,2020,6,2020,"BV",112
5,2020,5,2020,"NIS",1
5,2020,5,2020,"DB",13
5,2020,5,2020,"VZ",2
5,2020,5,2020,"GEO",1
5,2020,6,2020,"PI_SM",18
6,2020,9,2020,"VUT",1
6,2020,8,2020,"PI_AM",2
6,2020,8,2020,"IR",6
6,2020,6,2020,"VCT",4
6,2020,8,2020,"MHL",1
6,2020,11,2020,"PI_GA",2
6,2020,8,2020,"RINA",32
6,2020,8,2020,"UKR",69
6,2020,7,2020,"NG",3
7,2020,7,2020,"NG",7
7,2020,10,2020,"PI_SK",119
7,2020,7,2020,"VN",14
7,2020,7,2020,"GIBSONS",2
8,2020,9,2020,"VUT",1
8,2020,9,2020,"BV",42
8,2020,8,2020,"BV",7
8,2020,10,2020,"CS",315
8,2020,8,2020,"CS",780
8,2020,8,2020,"LBR",1
8,2020,10,2020,"KR",58
8,2020,10,2020,"MHL",10
8,2020,8,2020,"PH",16
8,2020,12,2020,"PI_JS",7
8,2020,9,2020,"CS",1267
8,2020,9,2020,"LBR",5
9,2020,10,2020,"PI_SM",22
9,2020,10,2020,"MHL",8
9,2020,9,2020,"VN",8
9,2020,10,2020,"PI_ST",2
9,2020,10,2020,"PI_SK",40
10,2020,10,2020,"PI_GA",14
10,2020,10,2020,"LBR",11
10,2020,10,2020,"PI_BM",8
10,2020,1,2021,"KI",16
10,2020,11,2020,"VDM",1
10,2020,12,2020,"CS",46
11,2020,11,2020,"TU",6
11,2020,11,2020,"TGO",1
11,2020,11,2020,"NK",6
11,2020,12,2020,"PI_BR",49
12,2020,12,2020,"LUX",1
12,2020,12,2020,"TUR",1
12,2020,12,2020,"PI_BM",5
1,2021,1,2021,"MHL",7
1,2021,1,2021,"BK",1
2,2021,2,2021,"TUR",3
