"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_LIKENESS"
5,2020,5,2020,"PI_KO",2
5,2020,5,2020,"PI_GA",6
5,2020,8,2020,"TUR",1
5,2020,5,2020,"PI_SK",29
5,2020,8,2020,"NG",1
5,2020,5,2020,"CARIBBEAN",1
5,2020,10,2020,"KR",2
5,2020,5,2020,"VUT",3
5,2020,5,2020,"PH",1
5,2020,9,2020,"CS",12
6,2020,6,2020,"MB",1
6,2020,6,2020,"NB",2
6,2020,6,2020,"PI_SK",15
6,2020,9,2020,"NG",2
6,2020,9,2020,"PI_SK",1
6,2020,6,2020,"BLACKSEA",1
6,2020,9,2020,"PI_SM",1
6,2020,6,2020,"RINA",44
6,2020,7,2020,"PI_GA",9
7,2020,7,2020,"BV",10
7,2020,12,2020,"BV",2
7,2020,7,2020,"PI_SK",22
7,2020,7,2020,"TUR",8
7,2020,10,2020,"KR",2
7,2020,7,2020,"KR",1
7,2020,8,2020,"CS",2
7,2020,7,2020,"BLACKSEA",1
8,2020,8,2020,"TUR",1
8,2020,10,2020,"TUR",1
8,2020,8,2020,"NK",5
8,2020,9,2020,"PH",3
8,2020,11,2020,"PH",1
8,2020,11,2020,"KR",1
8,2020,10,2020,"PI_ST",2
8,2020,10,2020,"PI_SK",1
8,2020,8,2020,"RINA",1
9,2020,11,2020,"PI_GA",2
9,2020,10,2020,"TUR",17
9,2020,10,2020,"PI_BM",4
9,2020,12,2020,"PI_ST",2
9,2020,9,2020,"PI_SK",5
9,2020,12,2020,"KR",6
9,2020,11,2020,"FRO",2
9,2020,11,2020,"NG",15
10,2020,11,2020,"NK",3
10,2020,11,2020,"PI_BM",32
10,2020,12,2020,"PR",3
10,2020,12,2020,"KI",228
10,2020,10,2020,"KI",43
10,2020,10,2020,"PI_SM",5
10,2020,12,2020,"AMSA",1
11,2020,11,2020,"TUR",2
12,2020,12,2020,"KR",1
1,2021,1,2021,"PI_SC",4
1,2021,1,2021,"LBR",2
1,2021,1,2021,"CS",8
1,2021,1,2021,"LR",1
1,2021,2,2021,"PI_SK",8
2,2021,2,2021,"MHL",1
2,2021,2,2021,"PI_AM",3
1,2020,1,2020,"NIS",6
1,2020,1,2020,"AB",27
1,2020,1,2020,"AMSA",11
1,2020,1,2020,"PI_SM",10
1,2020,1,2020,"DB",7
1,2020,3,2020,"MLT",1
1,2020,1,2020,"CS",11
1,2020,3,2020,"AMSA",1
1,2020,2,2020,"COK",13
1,2020,3,2020,"PLW",3
1,2020,1,2020,"PLW",10
1,2020,1,2020,"GRC",2
1,2020,1,2020,"RS",1
2,2020,3,2020,"TU",1
2,2020,2,2020,"CS",8
2,2020,2,2020,"NIS",6
2,2020,2,2020,"MHL",11
2,2020,2,2020,"TUR",149
2,2020,3,2020,"TGO",3
2,2020,3,2020,"VN",2
2,2020,2,2020,"IOM",1
2,2020,8,2020,"BK",1
2,2020,2,2020,"TUV",4
2,2020,10,2020,"TUR",2
2,2020,2,2020,"VDM",1
2,2020,2,2020,"VCT",1
2,2020,2,2020,"PI_KO",2
3,2020,3,2020,"KR",49
3,2020,3,2020,"BLACKSEA",7
3,2020,3,2020,"CS",16
3,2020,9,2020,"IR",1
3,2020,9,2020,"NK",1
3,2020,5,2020,"TUR",1
3,2020,8,2020,"TUR",1
3,2020,3,2020,"PH",8
3,2020,3,2020,"GEO",1
4,2020,4,2020,"BV",116
4,2020,4,2020,"PI_AM",21
4,2020,4,2020,"PI_SK",86
4,2020,4,2020,"IB",3
4,2020,4,2020,"PLW",5
4,2020,4,2020,"COK",9
4,2020,11,2020,"NK",1
4,2020,5,2020,"TU",57
4,2020,4,2020,"PI_JS",1
4,2020,4,2020,"VDM",1
4,2020,7,2020,"VN",1
4,2020,5,2020,"PI_SK",32
4,2020,5,2020,"CS",1
4,2020,6,2020,"NG",6
4,2020,5,2020,"NG",2
4,2020,4,2020,"ML",2
4,2020,5,2020,"TGO",2
4,2020,4,2020,"CS",4
5,2020,6,2020,"LBR",2
5,2020,8,2020,"PI_AM",3
5,2020,5,2020,"KP",2
5,2020,9,2020,"MHL",3
5,2020,8,2020,"KR",1
6,2020,9,2020,"BV",1
6,2020,6,2020,"NIS",1
6,2020,6,2020,"PI_ST",29
6,2020,6,2020,"GHOST_VESSEL",1
7,2020,7,2020,"AMSA",2
7,2020,7,2020,"IOM",5
7,2020,12,2020,"CS",2
7,2020,8,2020,"PI_JS",1
7,2020,7,2020,"PI_ST",6
7,2020,8,2020,"KR",1
8,2020,10,2020,"BV",3
8,2020,8,2020,"PI_AM",1
8,2020,9,2020,"NK",2
8,2020,10,2020,"PH",5
8,2020,9,2020,"VN",2
8,2020,8,2020,"VDM",1
8,2020,10,2020,"RINA",4
8,2020,12,2020,"RINA",1
9,2020,10,2020,"AMSA",1
9,2020,9,2020,"CS",9
9,2020,10,2020,"DB",11
10,2020,12,2020,"TUR",5
10,2020,10,2020,"NK",4
10,2020,12,2020,"PI_BM",2
10,2020,11,2020,"KI",28
10,2020,10,2020,"RINA",12
11,2020,11,2020,"KI",8
11,2020,12,2020,"TGO",1
11,2020,12,2020,"DB",4
11,2020,12,2020,"NK",1
11,2020,11,2020,"PI_SM",1
11,2020,11,2020,"PI_BR",30
11,2020,12,2020,"PI_SK",2
12,2020,12,2020,"LBR",1
12,2020,1,2021,"GEO",1
1,2021,1,2021,"PI_WE",6
1,2021,1,2021,"AMSA",2
1,2021,1,2021,"MLT",4
1,2021,2,2021,"PI_SM",8
2,2021,2,2021,"TU",1
2,2021,2,2021,"PI_SK",1
1,2020,1,2020,"PI_CA",5
1,2020,1,2020,"PI_WE",15
1,2020,1,2020,"LBR",15
1,2020,3,2020,"VCT",2
1,2020,3,2020,"BV",1
1,2020,1,2020,"CYP",4
1,2020,3,2020,"PH",1
1,2020,4,2020,"GEO",1
1,2020,8,2020,"PI_WE",1
1,2020,1,2020,"VN",10
1,2020,1,2020,"VZ",1
1,2020,1,2020,"PI_KO",1
1,2020,1,2020,"OV",1
2,2020,2,2020,"TGO",8
2,2020,3,2020,"PI_WE",5
2,2020,3,2020,"NK",2
2,2020,4,2020,"VN",1
2,2020,2,2020,"GHOST_VESSEL",1
2,2020,2,2020,"VZ",2
2,2020,3,2020,"COK",1
3,2020,3,2020,"PI_ST",45
3,2020,3,2020,"COK",8
3,2020,3,2020,"NIU",1
3,2020,3,2020,"PI_AM",39
3,2020,3,2020,"CAN",6
3,2020,3,2020,"HRV",2
3,2020,5,2020,"KR",1
3,2020,3,2020,"NIS",8
3,2020,9,2020,"PI_ST",1
3,2020,6,2020,"PI_ST",1
3,2020,3,2020,"VZ",2
3,2020,3,2020,"PAN",1
4,2020,4,2020,"IR",15
4,2020,4,2020,"PI_ST",13
4,2020,4,2020,"KI",94
4,2020,4,2020,"NB",4
4,2020,4,2020,"NIU",1
4,2020,4,2020,"PI_NE",5
4,2020,4,2020,"TGO",9
4,2020,4,2020,"PH",5
4,2020,4,2020,"PI_GA",22
4,2020,8,2020,"VN",1
4,2020,5,2020,"PI_ST",2
4,2020,4,2020,"AMSA",5
4,2020,10,2020,"PI_GA",2
4,2020,4,2020,"DMA",1
4,2020,6,2020,"MLT",1
5,2020,5,2020,"KI",40
5,2020,5,2020,"PI_AM",15
5,2020,5,2020,"KNA",1
5,2020,5,2020,"CUW",1
5,2020,5,2020,"PAN",2
5,2020,5,2020,"LBR",5
5,2020,6,2020,"CS",29
5,2020,9,2020,"NG",1
5,2020,5,2020,"MHL",16
5,2020,5,2020,"PI_JS",1
5,2020,5,2020,"CS",30
5,2020,12,2020,"CS",1
6,2020,6,2020,"PI_AM",6
6,2020,6,2020,"BV",18
6,2020,8,2020,"BV",2
6,2020,8,2020,"TUR",1
6,2020,9,2020,"PI_WE",1
6,2020,8,2020,"NG",1
6,2020,7,2020,"CS",1
6,2020,9,2020,"PI_GA",3
7,2020,7,2020,"IR",2
7,2020,9,2020,"BV",4
7,2020,12,2020,"VN",1
7,2020,9,2020,"CS",5
7,2020,9,2020,"UKR",1
7,2020,7,2020,"MLT",1
7,2020,12,2020,"AMSA",1
8,2020,8,2020,"KR",1
8,2020,11,2020,"AMSA",1
9,2020,12,2020,"PI_AM",1
9,2020,10,2020,"KI",7
9,2020,11,2020,"TGO",2
10,2020,10,2020,"BV",7
10,2020,11,2020,"TUR",4
10,2020,12,2020,"PI_WE",1
11,2020,11,2020,"PI_WE",1
11,2020,12,2020,"PI_JS",3
11,2020,12,2020,"PI_ST",48
12,2020,12,2020,"NK",2
12,2020,12,2020,"MB",1
1,2021,1,2021,"KR",6
1,2021,2,2021,"KR",40
1,2021,1,2021,"KI",58
2,2021,2,2021,"FRA",1
1,2020,1,2020,"GEO",13
1,2020,1,2020,"PI_AM",19
1,2020,3,2020,"CYP",1
1,2020,3,2020,"PI_WE",1
1,2020,2,2020,"PI_WE",1
1,2020,3,2020,"CS",1
1,2020,3,2020,"NIS",3
1,2020,2,2020,"NG",2
1,2020,4,2020,"NG",1
1,2020,1,2020,"KI",12
1,2020,5,2020,"IB",1
1,2020,1,2020,"IR",11
1,2020,3,2020,"PI_SM",1
1,2020,1,2020,"COK",3
1,2020,1,2020,"PI_LS",2
2,2020,2,2020,"BLZ",6
2,2020,8,2020,"PI_WE",1
2,2020,2,2020,"CYP",3
2,2020,2,2020,"AMSA",5
2,2020,3,2020,"NG",8
2,2020,4,2020,"NG",2
2,2020,11,2020,"PI_JS",1
2,2020,3,2020,"PI_JS",1
2,2020,2,2020,"KP",1
2,2020,5,2020,"NG",1
2,2020,3,2020,"GIBSONS",1
3,2020,3,2020,"NB",6
3,2020,3,2020,"IOM",6
3,2020,5,2020,"DMA",1
3,2020,3,2020,"TU",7
3,2020,3,2020,"HV",1
4,2020,4,2020,"NK",24
4,2020,9,2020,"PI_AM",1
4,2020,7,2020,"VUT",1
4,2020,5,2020,"TUR",2
4,2020,6,2020,"NK",1
4,2020,5,2020,"PI_WE",1
4,2020,9,2020,"PI_WE",1
4,2020,6,2020,"PI_WE",1
4,2020,9,2020,"NIS",1
4,2020,9,2020,"PI_SK",41
4,2020,6,2020,"PI_GA",34
4,2020,7,2020,"PI_GA",1
4,2020,9,2020,"MHL",1
4,2020,4,2020,"HV",1
4,2020,8,2020,"PLW",1
4,2020,9,2020,"LUX",1
4,2020,4,2020,"SYC",1
4,2020,6,2020,"KP",2
5,2020,5,2020,"MLT",3
5,2020,5,2020,"GHOST_VESSEL",3
5,2020,5,2020,"KR",28
5,2020,5,2020,"PI_WE",8
5,2020,11,2020,"BV",1
5,2020,5,2020,"TGO",4
5,2020,8,2020,"IR",1
5,2020,9,2020,"PI_SK",1
5,2020,9,2020,"VUT",1
5,2020,9,2020,"AMSA",1
6,2020,6,2020,"KR",13
6,2020,6,2020,"MHL",11
6,2020,7,2020,"MLT",1
6,2020,6,2020,"PI_SM",2
6,2020,6,2020,"TU",2
6,2020,7,2020,"KI",11
7,2020,10,2020,"PI_AM",1
7,2020,7,2020,"NB",1
7,2020,8,2020,"NK",1
7,2020,8,2020,"UKR",2
8,2020,11,2020,"KI",1
8,2020,11,2020,"NK",1
8,2020,12,2020,"NK",1
8,2020,10,2020,"VN",1
8,2020,11,2020,"PI_ST",1
8,2020,11,2020,"RINA",1
9,2020,10,2020,"CS",7
9,2020,10,2020,"KR",1
9,2020,9,2020,"BLACKSEA",1
9,2020,11,2020,"PI_WE",1
9,2020,10,2020,"NK",4
9,2020,11,2020,"NK",2
9,2020,11,2020,"PI_SC",25
9,2020,1,2021,"PI_SC",3
9,2020,12,2020,"BV",1
9,2020,9,2020,"KI",1
9,2020,10,2020,"PI_JS",1
9,2020,12,2020,"DB",2
10,2020,10,2020,"TUR",1
10,2020,10,2020,"PI_SC",1
10,2020,10,2020,"COK",33
10,2020,11,2020,"LBR",1
10,2020,11,2020,"PR",14
10,2020,11,2020,"GIBSONS",1
11,2020,12,2020,"NB",2
11,2020,11,2020,"PI_JS",2
11,2020,12,2020,"MHL",4
12,2020,1,2021,"BV",1
12,2020,2,2021,"NK",2
12,2020,12,2020,"PI_SK",7
12,2020,12,2020,"LR",1
1,2021,2,2021,"CS",3
2,2021,2,2021,"PI_BM",1
2,2021,2,2021,"RINA",1
1,2020,1,2020,"NK",45
1,2020,4,2020,"PI_GA",1
1,2020,3,2020,"HRV",1
1,2020,1,2020,"TUV",3
1,2020,1,2020,"PH",12
1,2020,9,2020,"IR",2
1,2020,3,2020,"NG",4
1,2020,9,2020,"NG",1
1,2020,2,2020,"PI_SM",1
1,2020,1,2020,"FRA",1
1,2020,3,2020,"BLZ",1
1,2020,2,2020,"BLZ",1
1,2020,1,2020,"KP",4
2,2020,2,2020,"PI_AM",22
2,2020,2,2020,"BV",73
2,2020,2,2020,"NG",76
2,2020,2,2020,"AB",32
2,2020,9,2020,"NG",2
2,2020,2,2020,"BK",4
2,2020,3,2020,"PI_ST",71
2,2020,2,2020,"ECU",1
3,2020,3,2020,"LUX",11
3,2020,3,2020,"VCT",8
3,2020,3,2020,"IR",13
3,2020,5,2020,"BV",2
3,2020,3,2020,"PI_GA",25
3,2020,3,2020,"PI_WE",24
3,2020,3,2020,"BK",3
3,2020,3,2020,"OV",3
3,2020,5,2020,"PI_SM",1
3,2020,5,2020,"NG",1
4,2020,4,2020,"MHL",10
4,2020,4,2020,"RINA",29
4,2020,4,2020,"VCT",11
4,2020,8,2020,"VUT",1
4,2020,4,2020,"DB",8
4,2020,4,2020,"TU",179
4,2020,8,2020,"NK",1
4,2020,5,2020,"VN",3
4,2020,6,2020,"VN",2
4,2020,5,2020,"KR",4
4,2020,6,2020,"PI_SK",97
4,2020,6,2020,"BLACKSEA",1
4,2020,4,2020,"VZ",1
4,2020,4,2020,"LUX",1
4,2020,6,2020,"PLW",1
5,2020,5,2020,"TUV",1
5,2020,5,2020,"NG",26
5,2020,5,2020,"ECU",2
5,2020,5,2020,"VCT",8
5,2020,5,2020,"IR",6
5,2020,5,2020,"TU",2
5,2020,5,2020,"AB",2
5,2020,5,2020,"VN",13
5,2020,6,2020,"TUR",4
5,2020,10,2020,"BV",3
5,2020,5,2020,"PI_ST",8
5,2020,6,2020,"NG",2
5,2020,9,2020,"NK",2
5,2020,6,2020,"BK",1
5,2020,8,2020,"CS",14
5,2020,5,2020,"PI_NE",1
5,2020,9,2020,"FRA",2
5,2020,6,2020,"KR",1
6,2020,6,2020,"NG",17
6,2020,6,2020,"IR",4
6,2020,6,2020,"LBR",11
6,2020,6,2020,"AMSA",2
6,2020,6,2020,"PI_WE",3
6,2020,6,2020,"TGO",1
6,2020,6,2020,"VN",2
6,2020,11,2020,"NG",1
6,2020,6,2020,"RS",1
6,2020,6,2020,"IB",1
7,2020,7,2020,"PI_AM",11
7,2020,10,2020,"BV",1
7,2020,7,2020,"CS",17
7,2020,8,2020,"KI",1
7,2020,7,2020,"PI_WE",3
7,2020,9,2020,"VN",1
7,2020,7,2020,"PI_SM",1
8,2020,12,2020,"BV",1
8,2020,10,2020,"NK",4
8,2020,1,2021,"PI_JS",1
8,2020,9,2020,"PI_SK",1
8,2020,9,2020,"RINA",1
9,2020,10,2020,"TGO",2
9,2020,9,2020,"PI_SC",4
9,2020,11,2020,"VN",1
9,2020,9,2020,"PI_JS",1
9,2020,11,2020,"PH",1
9,2020,11,2020,"PI_SK",1
9,2020,9,2020,"NG",1
10,2020,11,2020,"PI_GA",6
10,2020,11,2020,"PI_WE",5
10,2020,10,2020,"PI_ST",11
10,2020,12,2020,"RINA",1
11,2020,12,2020,"KI",23
12,2020,12,2020,"AMSA",1
12,2020,12,2020,"CS",2
1,2021,2,2021,"LR",2
1,2021,1,2021,"GIBSONS",1
1,2021,2,2021,"FRO",8
2,2021,2,2021,"PI_SC",4
2,2021,2,2021,"LR",1
1,2020,1,2020,"MHL",18
1,2020,3,2020,"TU",1
1,2020,9,2020,"LBR",1
1,2020,4,2020,"PI_WE",1
1,2020,1,2020,"PI_NE",5
1,2020,1,2020,"VUT",3
1,2020,1,2020,"TUR",4
1,2020,2,2020,"MLT",2
1,2020,2,2020,"PLW",1
1,2020,2,2020,"KP",2
1,2020,1,2020,"SYC",2
1,2020,1,2020,"GHOST_VESSEL",1
2,2020,3,2020,"PI_AM",3
2,2020,2,2020,"PI_ST",35
2,2020,2,2020,"PI_NE",8
2,2020,2,2020,"GRC",11
2,2020,2,2020,"KI",60
2,2020,2,2020,"HV",1
2,2020,2,2020,"RS",4
2,2020,2,2020,"IR",25
2,2020,2,2020,"KR",29
2,2020,2,2020,"PLW",16
2,2020,2,2020,"PI_WE",30
2,2020,2,2020,"PI_SM",20
2,2020,2,2020,"GEO",7
2,2020,2,2020,"PI_CA",7
2,2020,4,2020,"TUR",3
2,2020,2,2020,"ML",1
2,2020,3,2020,"LUX",2
3,2020,3,2020,"AB",26
3,2020,3,2020,"MLT",8
3,2020,3,2020,"VN",29
3,2020,3,2020,"RINA",32
3,2020,4,2020,"PI_AM",2
3,2020,3,2020,"PI_LS",3
3,2020,3,2020,"TUR",12
3,2020,6,2020,"PI_WE",1
3,2020,3,2020,"CYP",12
3,2020,5,2020,"BK",1
3,2020,3,2020,"VDM",1
3,2020,4,2020,"MLT",1
3,2020,3,2020,"GIBSONS",1
4,2020,4,2020,"KR",17
4,2020,4,2020,"NG",44
4,2020,4,2020,"VN",13
4,2020,4,2020,"ECU",1
4,2020,4,2020,"TUR",16
4,2020,6,2020,"BV",3
4,2020,8,2020,"BV",2
4,2020,6,2020,"TU",38
4,2020,5,2020,"DB",1
4,2020,8,2020,"PI_SK",3
4,2020,7,2020,"NG",1
4,2020,4,2020,"OV",3
4,2020,4,2020,"BEL",3
4,2020,9,2020,"PI_GA",6
4,2020,4,2020,"PI_KO",1
4,2020,5,2020,"IB",1
4,2020,4,2020,"GEO",2
4,2020,6,2020,"TGO",3
5,2020,5,2020,"BV",70
5,2020,5,2020,"TUR",11
5,2020,5,2020,"BHR",1
5,2020,6,2020,"BV",3
5,2020,5,2020,"NIS",1
5,2020,5,2020,"DB",4
5,2020,5,2020,"VZ",1
5,2020,5,2020,"GEO",1
5,2020,6,2020,"PI_SM",2
6,2020,9,2020,"VUT",1
6,2020,8,2020,"PI_AM",1
6,2020,8,2020,"IR",2
6,2020,6,2020,"VCT",4
6,2020,8,2020,"MHL",1
6,2020,8,2020,"RINA",5
6,2020,8,2020,"UKR",4
7,2020,7,2020,"NG",3
7,2020,10,2020,"PI_SK",2
7,2020,7,2020,"VN",2
7,2020,7,2020,"GIBSONS",2
8,2020,9,2020,"VUT",1
8,2020,9,2020,"BV",6
8,2020,8,2020,"BV",1
8,2020,10,2020,"CS",2
8,2020,8,2020,"CS",5
8,2020,8,2020,"LBR",1
8,2020,10,2020,"KR",4
8,2020,10,2020,"MHL",1
8,2020,8,2020,"PH",3
8,2020,12,2020,"PI_JS",1
8,2020,9,2020,"CS",9
9,2020,10,2020,"PI_SM",5
9,2020,10,2020,"MHL",1
9,2020,9,2020,"VN",2
9,2020,10,2020,"PI_ST",1
