"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_IGNORED"
5,2020,12,2020,"NG",1
5,2020,8,2020,"NG",2
5,2020,9,2020,"CS",26
5,2020,9,2020,"PI_ST",4
5,2020,10,2020,"NK",1
5,2020,8,2020,"MHL",2
5,2020,5,2020,"CARIBBEAN",1
5,2020,10,2020,"KR",2
5,2020,5,2020,"VUT",3
5,2020,9,2020,"IB",1
5,2020,5,2020,"PH",1
5,2020,9,2020,"PI_SM",7
5,2020,12,2020,"KR",1
6,2020,6,2020,"MB",2
6,2020,6,2020,"PI_SK",23
6,2020,8,2020,"NB",2
6,2020,6,2020,"NB",2
6,2020,6,2020,"BLACKSEA",5
6,2020,6,2020,"RINA",45
6,2020,11,2020,"PI_WE",1
6,2020,10,2020,"PI_WE",1
6,2020,7,2020,"PI_ST",1
6,2020,9,2020,"NG",6
6,2020,9,2020,"PI_SK",4
6,2020,6,2020,"CAN",1
6,2020,8,2020,"PI_SM",7
6,2020,9,2020,"PI_SM",2
6,2020,9,2020,"CS",3
6,2020,9,2020,"RINA",6
6,2020,11,2020,"RINA",1
6,2020,7,2020,"PI_GA",15
7,2020,7,2020,"BLACKSEA",6
7,2020,7,2020,"BV",39
7,2020,9,2020,"TGO",2
7,2020,7,2020,"TUR",10
7,2020,7,2020,"KR",9
7,2020,7,2020,"PI_SK",39
7,2020,12,2020,"BV",3
7,2020,10,2020,"KR",4
7,2020,8,2020,"TUR",1
7,2020,11,2020,"BLACKSEA",5
7,2020,7,2020,"TUV",1
7,2020,10,2020,"VN",1
7,2020,8,2020,"CYP",1
7,2020,8,2020,"CS",2
7,2020,11,2020,"UKR",1
7,2020,9,2020,"MLT",1
8,2020,10,2020,"IOM",1
8,2020,9,2020,"KI",2
8,2020,8,2020,"PI_WE",19
8,2020,10,2020,"LBR",2
8,2020,8,2020,"GRC",1
8,2020,8,2020,"TGO",4
8,2020,10,2020,"TUR",1
8,2020,8,2020,"NK",53
8,2020,9,2020,"PH",31
8,2020,8,2020,"TUR",3
8,2020,11,2020,"PH",1
8,2020,11,2020,"KR",1
8,2020,8,2020,"NG",33
8,2020,12,2020,"PI_SK",1
8,2020,8,2020,"KNA",4
8,2020,8,2020,"RINA",10
8,2020,10,2020,"PI_ST",5
8,2020,10,2020,"PI_SK",2
9,2020,9,2020,"PI_SK",124
9,2020,11,2020,"CS",3
9,2020,12,2020,"KR",2
9,2020,11,2020,"PI_GA",8
9,2020,11,2020,"BLACKSEA",17
