"CREATED_MONTH","CREATED_YEAR","RESOLVED_MONTH","RESOLVED_YEAR","DATA_FEED","NUM_MANUAL_UPDATE"
7,2020,9,2020,"NK",28
7,2020,9,2020,"CS",538
7,2020,9,2020,"TUR",3
7,2020,1,2021,"PI_WE",5
7,2020,11,2020,"LBR",4
7,2020,11,2020,"CUW",4
7,2020,10,2020,"CYP",5
7,2020,7,2020,"CYP",4
7,2020,9,2020,"CYP",3
7,2020,10,2020,"NB",1
8,2020,9,2020,"PI_AM",9
8,2020,8,2020,"AMSA",3
8,2020,9,2020,"AMSA",2
8,2020,10,2020,"IR",1
8,2020,11,2020,"PI_JS",5
8,2020,12,2020,"PI_ST",9
8,2020,8,2020,"KR",2
8,2020,10,2020,"PLW",2
8,2020,11,2020,"AMSA",1
9,2020,12,2020,"PI_AM",9
9,2020,10,2020,"PI_AM",9
9,2020,10,2020,"VN",8
9,2020,12,2020,"LBR",30
9,2020,9,2020,"PI_GA",7
9,2020,9,2020,"PI_SM",9
9,2020,10,2020,"KI",9
9,2020,10,2020,"PI_WE",12
9,2020,10,2020,"CUW",1
9,2020,10,2020,"RINA",2
9,2020,12,2020,"MHL",43
9,2020,11,2020,"TGO",2
10,2020,10,2020,"BV",31
10,2020,12,2020,"PI_SK",44
10,2020,12,2020,"PI_WE",23
10,2020,11,2020,"PLW",2
10,2020,12,2020,"BLACKSEA",2
10,2020,11,2020,"PI_SM",3
11,2020,11,2020,"VUT",1
11,2020,12,2020,"PI_JS",6
11,2020,11,2020,"PI_WE",3
11,2020,12,2020,"PI_ST",25
11,2020,12,2020,"PLW",5
12,2020,12,2020,"NK",12
12,2020,12,2020,"PLW",1
12,2020,12,2020,"PI_SM",2
12,2020,1,2021,"VCT",1
1,2021,1,2021,"KR",14
1,2021,1,2021,"NB",2
1,2021,2,2021,"PI_WE",2
1,2021,2,2021,"KR",16
1,2021,2,2021,"AMSA",2
2,2021,2,2021,"VUT",1
2,2021,2,2021,"AMSA",1
1,2020,1,2020,"PI_AM",9
1,2020,4,2020,"PI_AM",8
1,2020,8,2020,"PI_GA",19
1,2020,2,2020,"NG",11
1,2020,3,2020,"NIS",20
1,2020,4,2020,"NG",44
1,2020,4,2020,"HRV",2
1,2020,2,2020,"LBR",5
1,2020,3,2020,"CYP",1
1,2020,1,2020,"GEO",1
1,2020,8,2020,"GEO",3
1,2020,2,2020,"PI_WE",10
1,2020,3,2020,"PI_WE",16
1,2020,3,2020,"CS",6
1,2020,2,2020,"KR",17
1,2020,9,2020,"MLT",1
1,2020,3,2020,"PI_SM",17
1,2020,10,2020,"VUT",1
1,2020,9,2020,"CS",74
1,2020,7,2020,"RINA",2
1,2020,6,2020,"PI_SM",4
1,2020,9,2020,"RINA",3
1,2020,3,2020,"CM",2
1,2020,2,2020,"VZ",1
1,2020,2,2020,"AMSA",3
1,2020,4,2020,"BLZ",2
1,2020,1,2020,"COK",2
1,2020,8,2020,"COK",1
1,2020,5,2020,"PLW",7
2,2020,4,2020,"PI_AM",8
2,2020,8,2020,"BV",119
2,2020,4,2020,"MHL",34
2,2020,5,2020,"NG",30
2,2020,8,2020,"MHL",21
2,2020,4,2020,"NG",33
2,2020,3,2020,"NG",156
2,2020,8,2020,"PI_WE",20
2,2020,5,2020,"PI_GA",2
2,2020,2,2020,"AMSA",1
2,2020,3,2020,"PI_JS",18
2,2020,8,2020,"CYP",9
2,2020,8,2020,"CS",59
3,2020,9,2020,"PI_SK",831
3,2020,5,2020,"DMA",3
3,2020,8,2020,"NK",55
3,2020,3,2020,"IOM",4
3,2020,9,2020,"NG",57
3,2020,5,2020,"MLT",2
3,2020,4,2020,"DB",2
3,2020,3,2020,"TU",1
3,2020,10,2020,"BV",2
3,2020,10,2020,"TUV",2
4,2020,8,2020,"NB",5
4,2020,6,2020,"PI_GA",26
4,2020,6,2020,"NK",21
4,2020,9,2020,"PI_AM",8
4,2020,11,2020,"PI_AM",8
4,2020,9,2020,"PI_WE",18
4,2020,4,2020,"NK",3
4,2020,9,2020,"PI_SK",26227
4,2020,5,2020,"PI_WE",9
4,2020,6,2020,"PI_WE",14
4,2020,6,2020,"AMSA",1
4,2020,9,2020,"TU",2
4,2020,6,2020,"DB",2
4,2020,6,2020,"IR",2
4,2020,9,2020,"NIS",6
4,2020,9,2020,"MHL",19
4,2020,5,2020,"VCT",2
4,2020,7,2020,"PI_GA",7
4,2020,8,2020,"PLW",4
4,2020,5,2020,"PLW",3
4,2020,7,2020,"PI_SM",4
4,2020,9,2020,"LUX",1
5,2020,5,2020,"MLT",1
5,2020,9,2020,"PI_SK",873
5,2020,11,2020,"BV",70
5,2020,7,2020,"BV",66
5,2020,5,2020,"PI_WE",4
5,2020,9,2020,"NIS",2
5,2020,5,2020,"KR",8
5,2020,9,2020,"AMSA",3
5,2020,9,2020,"VUT",2
5,2020,7,2020,"AMSA",1
6,2020,9,2020,"PI_AM",3
6,2020,7,2020,"TUR",1
6,2020,6,2020,"KR",2
6,2020,6,2020,"MHL",4
6,2020,9,2020,"AMSA",3
6,2020,7,2020,"TU",1
6,2020,6,2020,"BK",1
6,2020,7,2020,"AMSA",2
6,2020,7,2020,"KI",39
6,2020,8,2020,"CM",1
7,2020,9,2020,"PI_BM",3
7,2020,9,2020,"IB",33
7,2020,8,2020,"NK",13
7,2020,10,2020,"PI_AM",7
7,2020,12,2020,"PI_AM",6
7,2020,9,2020,"PI_SM",22
7,2020,9,2020,"VUT",1
7,2020,8,2020,"PLW",3
7,2020,12,2020,"UKR",23
7,2020,8,2020,"UKR",15
7,2020,11,2020,"MLT",1
7,2020,8,2020,"PI_SK",38
7,2020,9,2020,"VCT",2
7,2020,7,2020,"VCT",1
8,2020,8,2020,"KI",6
8,2020,9,2020,"PI_WE",10
8,2020,12,2020,"NK",13
8,2020,12,2020,"TU",3
8,2020,9,2020,"TUR",2
8,2020,12,2020,"MLT",1
8,2020,11,2020,"NK",9
8,2020,12,2020,"MHL",49
8,2020,11,2020,"MHL",21
8,2020,10,2020,"VN",3
8,2020,11,2020,"PI_ST",12
8,2020,11,2020,"RINA",9
9,2020,10,2020,"CS",209
9,2020,12,2020,"BV",58
9,2020,10,2020,"KR",19
9,2020,9,2020,"VCT",1
9,2020,12,2020,"PI_GA",12
9,2020,11,2020,"PI_WE",2
9,2020,11,2020,"NK",10
9,2020,10,2020,"NK",9
9,2020,11,2020,"PI_SC",9
9,2020,11,2020,"PI_ST",3
9,2020,11,2020,"MHL",38
9,2020,9,2020,"RINA",4
9,2020,9,2020,"KI",2
9,2020,10,2020,"PI_JS",4
9,2020,12,2020,"DB",8
9,2020,12,2020,"TGO",2
9,2020,11,2020,"KNA",1
10,2020,11,2020,"LBR",9
10,2020,12,2020,"PI_AM",8
10,2020,10,2020,"PI_SC",3
10,2020,10,2020,"PI_WE",9
10,2020,12,2020,"PI_BR",1
10,2020,12,2020,"COK",3
10,2020,10,2020,"KR",7
10,2020,11,2020,"PI_ST",4
10,2020,11,2020,"PR",12
10,2020,10,2020,"VCT",1
11,2020,12,2020,"MHL",58
11,2020,12,2020,"NB",2
11,2020,12,2020,"IR",8
11,2020,11,2020,"PI_JS",2
11,2020,12,2020,"VN",4
12,2020,12,2020,"PI_AM",4
12,2020,1,2021,"BV",16
12,2020,1,2021,"PI_WE",5
12,2020,12,2020,"PI_SK",20
12,2020,12,2020,"LR",28
12,2020,1,2021,"LR",12
1,2021,2,2021,"BV",5
1,2021,2,2021,"CS",50
1,2021,2,2021,"PLW",2
1,2021,2,2021,"PI_AM",1
2,2021,2,2021,"PI_ST",2
2,2021,2,2021,"KR",1
1,2020,1,2020,"TUV",1
1,2020,1,2020,"NK",6
1,2020,3,2020,"NK",97
1,2020,3,2020,"NG",186
1,2020,4,2020,"PI_GA",3
1,2020,9,2020,"NG",33
1,2020,4,2020,"ML",2
1,2020,4,2020,"BV",130
1,2020,1,2020,"PH",5
1,2020,10,2020,"PI_WE",1
1,2020,2,2020,"MHL",23
1,2020,4,2020,"PI_SK",192
1,2020,1,2020,"FRA",1
1,2020,2,2020,"PI_SM",11
1,2020,4,2020,"RINA",14
1,2020,4,2020,"COK",1
1,2020,1,2020,"KP",4
2,2020,2,2020,"PI_AM",4
2,2020,2,2020,"BV",19
2,2020,3,2020,"PI_ST",63
2,2020,3,2020,"NIS",28
2,2020,5,2020,"MHL",13
2,2020,2,2020,"NG",17
2,2020,12,2020,"NK",11
2,2020,4,2020,"NIS",3
2,2020,9,2020,"NG",10
2,2020,8,2020,"NK",4
2,2020,6,2020,"PI_ST",5
2,2020,3,2020,"DB",2
2,2020,4,2020,"LUX",1
3,2020,3,2020,"PI_WE",10
3,2020,4,2020,"TUV",2
3,2020,3,2020,"VCT",3
3,2020,5,2020,"NG",65
3,2020,5,2020,"BV",204
3,2020,8,2020,"BV",190
3,2020,3,2020,"IR",1
3,2020,9,2020,"NB",7
3,2020,3,2020,"PI_GA",2
3,2020,7,2020,"PI_ST",5
3,2020,7,2020,"NG",16
3,2020,12,2020,"KR",64
3,2020,6,2020,"KR",108
3,2020,5,2020,"PI_SM",37
3,2020,1,2021,"NG",7
3,2020,4,2020,"PI_GA",2
4,2020,8,2020,"VUT",1
4,2020,4,2020,"RINA",1
4,2020,8,2020,"PI_JS",15
4,2020,8,2020,"NK",73
4,2020,6,2020,"BLACKSEA",1
4,2020,6,2020,"CS",32
4,2020,4,2020,"TU",4
4,2020,4,2020,"IOM",2
4,2020,8,2020,"IR",9
4,2020,5,2020,"NIS",4
4,2020,4,2020,"MHL",2
4,2020,5,2020,"VN",7
4,2020,5,2020,"KR",26
4,2020,6,2020,"PI_SK",1953
4,2020,11,2020,"PI_SK",941
4,2020,8,2020,"CYP",16
4,2020,8,2020,"KNA",5
4,2020,8,2020,"LUX",1
4,2020,7,2020,"VCT",3
4,2020,6,2020,"VCT",5
4,2020,4,2020,"VCT",2
4,2020,7,2020,"KP",2
5,2020,5,2020,"TUV",1
5,2020,9,2020,"NK",34
5,2020,7,2020,"KR",14
5,2020,5,2020,"NG",10
5,2020,6,2020,"NG",6
5,2020,5,2020,"PI_ST",1
5,2020,5,2020,"VN",1
5,2020,9,2020,"PI_JS",23
5,2020,6,2020,"KR",20
5,2020,6,2020,"DB",1
5,2020,8,2020,"CS",3405
5,2020,6,2020,"VCT",1
5,2020,9,2020,"FRO",1
6,2020,12,2020,"VUT",1
6,2020,6,2020,"NG",4
6,2020,6,2020,"LBR",2
6,2020,7,2020,"PI_WE",5
6,2020,6,2020,"PI_WE",4
6,2020,8,2020,"TU",1
6,2020,8,2020,"NIS",7
6,2020,6,2020,"VN",4
6,2020,8,2020,"PI_ST",12
6,2020,8,2020,"FRO",1
6,2020,9,2020,"IB",13
6,2020,7,2020,"VCT",1
6,2020,11,2020,"NG",2
7,2020,7,2020,"CS",62
7,2020,8,2020,"NG",1
7,2020,7,2020,"PI_AM",6
7,2020,7,2020,"MHL",7
7,2020,10,2020,"BV",34
7,2020,7,2020,"PI_SM",2
7,2020,9,2020,"MHL",268
7,2020,7,2020,"PI_WE",10
7,2020,12,2020,"PI_WE",6
7,2020,12,2020,"NK",5
7,2020,9,2020,"VN",6
7,2020,10,2020,"AMSA",1
7,2020,8,2020,"VCT",1
7,2020,10,2020,"VCT",5
8,2020,12,2020,"BV",21
8,2020,11,2020,"LBR",14
8,2020,9,2020,"RINA",25
8,2020,12,2020,"LBR",9
8,2020,8,2020,"MHL",26
8,2020,9,2020,"PI_SK",78
8,2020,12,2020,"TUR",4
8,2020,10,2020,"NK",14
8,2020,10,2020,"PI_WE",16
8,2020,11,2020,"NB",1
8,2020,9,2020,"PI_JS",7
8,2020,8,2020,"PI_JS",2
8,2020,9,2020,"PI_SM",4
9,2020,11,2020,"BV",16
9,2020,9,2020,"LBR",5
9,2020,9,2020,"PI_SC",14
9,2020,9,2020,"IR",1
9,2020,11,2020,"RINA",6
9,2020,11,2020,"PI_SK",63
9,2020,12,2020,"PI_JS",10
9,2020,9,2020,"PI_BM",4
9,2020,12,2020,"VN",4
9,2020,9,2020,"PI_JS",4
9,2020,11,2020,"PI_SM",5
9,2020,12,2020,"PH",2
9,2020,12,2020,"VCT",3
9,2020,10,2020,"TGO",2
9,2020,11,2020,"PI_BR",1
10,2020,12,2020,"RINA",19
10,2020,11,2020,"PI_GA",8
10,2020,11,2020,"PI_WE",13
10,2020,12,2020,"PI_JS",7
10,2020,10,2020,"PI_ST",3
10,2020,12,2020,"ML",1
10,2020,11,2020,"PI_BR",1
11,2020,1,2021,"LBR",6
11,2020,1,2021,"BV",2
11,2020,12,2020,"KI",5
11,2020,1,2021,"MHL",11
11,2020,12,2020,"RINA",13
12,2020,12,2020,"IOM",1
12,2020,1,2021,"PI_AM",6
12,2020,12,2020,"AMSA",1
12,2020,12,2020,"CS",69
12,2020,12,2020,"PI_SC",4
1,2021,2,2021,"LR",8
1,2021,2,2021,"PI_SC",1
2,2021,2,2021,"PI_SC",15
1,2020,5,2020,"PI_AM",15
1,2020,2,2020,"PI_AM",6
1,2020,3,2020,"LBR",30
1,2020,6,2020,"PI_GA",3
1,2020,3,2020,"IOM",4
1,2020,9,2020,"LBR",20
1,2020,4,2020,"VCT",12
1,2020,7,2020,"VCT",1
1,2020,2,2020,"MLT",1
1,2020,4,2020,"PI_WE",10
1,2020,1,2020,"MHL",16
1,2020,4,2020,"MHL",29
1,2020,5,2020,"IR",5
1,2020,4,2020,"VN",17
1,2020,5,2020,"RINA",6
1,2020,5,2020,"MLT",1
1,2020,8,2020,"RINA",3
1,2020,2,2020,"PLW",12
1,2020,2,2020,"KP",1
2,2020,3,2020,"PI_AM",11
2,2020,3,2020,"BV",74
2,2020,10,2020,"NB",8
2,2020,6,2020,"LBR",10
2,2020,2,2020,"PI_WE",13
2,2020,3,2020,"IOM",9
2,2020,2,2020,"KR",11
2,2020,6,2020,"PI_SK",209
2,2020,8,2020,"IOM",8
2,2020,3,2020,"CYP",11
2,2020,4,2020,"PI_JS",4
2,2020,4,2020,"TUR",18
2,2020,5,2020,"TUR",15
2,2020,9,2020,"IR",2
2,2020,9,2020,"PLW",7
2,2020,2,2020,"PI_ST",1
2,2020,4,2020,"DB",8
2,2020,3,2020,"HV",1
2,2020,3,2020,"FRO",1
2,2020,3,2020,"LUX",4
2,2020,8,2020,"LUX",2
3,2020,5,2020,"NK",25
3,2020,4,2020,"PI_AM",1
3,2020,5,2020,"MHL",131
3,2020,8,2020,"PI_JS",5
3,2020,6,2020,"PI_WE",4
3,2020,3,2020,"VN",2
3,2020,10,2020,"VN",8
3,2020,5,2020,"DB",7
3,2020,8,2020,"AMSA",3
3,2020,3,2020,"CYP",1
3,2020,3,2020,"RINA",2
3,2020,4,2020,"MLT",1
3,2020,12,2020,"PI_SM",9
3,2020,9,2020,"KR",40
4,2020,5,2020,"BLACKSEA",1
4,2020,6,2020,"BV",500
4,2020,8,2020,"BV",432
4,2020,8,2020,"TUR",5
4,2020,5,2020,"DB",1
4,2020,8,2020,"DB",4
4,2020,9,2020,"PI_GA",52
4,2020,10,2020,"NG",6
4,2020,10,2020,"NIS",3
4,2020,4,2020,"KR",2
4,2020,8,2020,"PI_SK",9512
4,2020,4,2020,"NG",3
4,2020,9,2020,"CYP",2
4,2020,8,2020,"BLACKSEA",2
4,2020,4,2020,"VN",1
4,2020,7,2020,"NG",2
5,2020,5,2020,"BV",256
5,2020,8,2020,"PI_JS",28
5,2020,9,2020,"RINA",7
5,2020,6,2020,"BV",179
5,2020,5,2020,"NIS",2
5,2020,8,2020,"MLT",1
5,2020,7,2020,"PI_SK",88
5,2020,8,2020,"VUT",2
5,2020,12,2020,"LBR",15
6,2020,8,2020,"LBR",27
6,2020,8,2020,"MHL",153
6,2020,8,2020,"PI_AM",9
6,2020,9,2020,"PI_JS",6
6,2020,7,2020,"NK",11
6,2020,8,2020,"IR",2
6,2020,10,2020,"PI_ST",5
6,2020,7,2020,"NG",13
6,2020,8,2020,"RINA",19
6,2020,8,2020,"UKR",67
6,2020,11,2020,"UKR",1
6,2020,11,2020,"PI_GA",4
7,2020,7,2020,"NG",4
7,2020,11,2020,"IOM",5
7,2020,9,2020,"PI_JS",20
7,2020,11,2020,"PI_WE",4
7,2020,10,2020,"PI_SK",99
7,2020,10,2020,"MLT",1
7,2020,7,2020,"PI_JS",1
7,2020,8,2020,"VN",6
7,2020,7,2020,"VN",1
7,2020,8,2020,"MLT",2
7,2020,10,2020,"PI_SM",9
8,2020,10,2020,"KI",6
8,2020,9,2020,"BV",67
8,2020,11,2020,"BV",13
8,2020,8,2020,"BV",4
8,2020,9,2020,"LBR",16
8,2020,9,2020,"CS",174
8,2020,8,2020,"CS",26
8,2020,8,2020,"LBR",4
8,2020,10,2020,"MHL",82
8,2020,12,2020,"PI_AM",5
8,2020,9,2020,"MLT",2
8,2020,9,2020,"PI_SC",2
8,2020,12,2020,"PLW",4
8,2020,8,2020,"PH",13
8,2020,1,2021,"KR",18
8,2020,10,2020,"KR",15
8,2020,10,2020,"CS",118
8,2020,8,2020,"PI_ST",1
8,2020,10,2020,"BLACKSEA",1
9,2020,9,2020,"PI_AM",6
9,2020,9,2020,"BV",6
9,2020,9,2020,"KR",14
9,2020,10,2020,"MHL",57
9,2020,10,2020,"PI_SM",8
9,2020,9,2020,"PI_WE",5
9,2020,9,2020,"MHL",11
9,2020,10,2020,"PI_SK",43
9,2020,10,2020,"PI_ST",4
9,2020,9,2020,"VN",1
9,2020,11,2020,"AMSA",1
9,2020,12,2020,"PLW",6
10,2020,10,2020,"AMSA",1
10,2020,10,2020,"LBR",2
10,2020,2,2021,"BV",4
10,2020,1,2021,"BV",8
10,2020,10,2020,"PI_AM",6
10,2020,10,2020,"PI_GA",6
10,2020,12,2020,"LBR",19
10,2020,12,2020,"CS",361
10,2020,10,2020,"CM",1
10,2020,12,2020,"MHL",48
10,2020,12,2020,"KR",37
10,2020,10,2020,"PI_BM",5
10,2020,12,2020,"PLW",6
10,2020,1,2021,"KI",2
10,2020,2,2021,"KI",4
10,2020,12,2020,"PI_SM",10
10,2020,12,2020,"CAN",8
11,2020,1,2021,"CS",73
11,2020,11,2020,"TU",3
11,2020,11,2020,"LBR",1
11,2020,11,2020,"NK",4
11,2020,11,2020,"KR",5
11,2020,12,2020,"BK",2
11,2020,12,2020,"PI_BR",16
11,2020,11,2020,"RINA",2
11,2020,1,2021,"PI_SK",5
12,2020,2,2021,"BV",6
12,2020,12,2020,"TUR",2
1,2021,1,2021,"MHL",29
1,2021,1,2021,"CUW",3
1,2021,2,2021,"PI_BM",4
1,2021,1,2021,"BK",1
1,2021,1,2021,"PLW",2
2,2021,2,2021,"NK",9
